#Enter number of particles (N): #Enter density (rho): #Enter initial temperature (T): #Enter runtime: #Enter time step (dt): #Enter random seed: #Enter burn-in time (burninTime): 
#N=343 L=7.000000 T=0.100000 runtime=40.000000 dt=0.010000 seed=13 burninTime=0.900000
# time     E         U          K         T   <[H-<H>]^2>
4.310000 -3.856513 -5.568857 1.712344 1.141563 0.001408
4.320000 -3.857158 -5.548605 1.691448 1.127632 0.001406
4.330000 -3.857235 -5.522351 1.665116 1.110078 0.001404
4.340000 -3.854183 -5.498992 1.644809 1.096539 0.001409
4.350000 -3.852859 -5.526194 1.673335 1.115557 0.001422
4.360000 -3.857619 -5.620909 1.763290 1.175527 0.001421
4.370000 -3.862619 -5.711621 1.849003 1.232669 0.001453
4.380000 -3.861549 -5.721015 1.859465 1.239643 0.001473
4.390000 -3.858223 -5.657053 1.798830 1.199220 0.001473
4.400000 -3.856325 -5.572359 1.716034 1.144023 0.001472
4.410000 -3.854455 -5.511298 1.656843 1.104562 0.001475
4.420000 -3.857156 -5.501737 1.644581 1.096387 0.001473
4.430000 -3.856971 -5.513964 1.656993 1.104662 0.001471
4.440000 -3.856416 -5.538314 1.681898 1.121265 0.001469
4.450000 -3.856866 -5.576595 1.719729 1.146486 0.001467
4.460000 -3.857089 -5.619092 1.762003 1.174668 0.001465
4.470000 -3.856997 -5.658663 1.801666 1.201111 0.001463
4.480000 -3.857231 -5.692078 1.834847 1.223231 0.001461
4.490000 -3.857850 -5.712679 1.854829 1.236553 0.001460
4.500000 -3.857118 -5.713425 1.856307 1.237538 0.001458
4.510000 -3.856559 -5.703762 1.847203 1.231468 0.001456
4.520000 -3.855901 -5.694392 1.838492 1.225661 0.001455
4.530000 -3.855963 -5.694361 1.838398 1.225599 0.001453
4.540000 -3.856832 -5.702546 1.845713 1.230476 0.001451
4.550000 -3.858572 -5.704251 1.845680 1.230453 0.001452
4.560000 -3.858961 -5.675430 1.816468 1.210979 0.001455
4.570000 -3.856861 -5.613847 1.756985 1.171324 0.001453
4.580000 -3.855384 -5.551403 1.696019 1.130679 0.001453
4.590000 -3.855129 -5.514826 1.659697 1.106465 0.001453
4.600000 -3.855557 -5.510864 1.655307 1.103538 0.001453
4.610000 -3.856026 -5.532621 1.676595 1.117730 0.001451
4.620000 -3.856721 -5.568987 1.712266 1.141511 0.001449
4.630000 -3.857805 -5.605809 1.748005 1.165336 0.001448
4.640000 -3.858606 -5.626258 1.767652 1.178435 0.001450
4.650000 -3.857723 -5.621874 1.764151 1.176101 0.001448
4.660000 -3.856267 -5.607839 1.751572 1.167715 0.001447
4.670000 -3.856509 -5.605215 1.748706 1.165804 0.001445
4.680000 -3.857009 -5.612684 1.755675 1.170450 0.001443
4.690000 -3.856792 -5.622070 1.765278 1.176852 0.001441
4.700000 -3.855784 -5.634883 1.779100 1.186066 0.001440
4.710000 -3.856051 -5.661451 1.805400 1.203600 0.001439
4.720000 -3.858157 -5.694211 1.836053 1.224036 0.001439
4.730000 -3.859628 -5.702072 1.842444 1.228296 0.001444
4.740000 -3.858429 -5.665435 1.807006 1.204670 0.001445
4.750000 -3.854863 -5.607172 1.752308 1.168206 0.001446
4.760000 -3.854037 -5.579714 1.725677 1.150451 0.001451
4.770000 -3.855838 -5.598017 1.742179 1.161453 0.001450
4.780000 -3.857250 -5.636463 1.779213 1.186142 0.001448
4.790000 -3.858554 -5.668727 1.810173 1.206782 0.001449
4.800000 -3.858664 -5.674122 1.815458 1.210305 0.001450
4.810000 -3.858007 -5.651471 1.793464 1.195642 0.001450
4.820000 -3.857187 -5.613844 1.756657 1.171105 0.001448
4.830000 -3.854567 -5.583429 1.728861 1.152574 0.001451
4.840000 -3.855283 -5.596067 1.740784 1.160523 0.001451
4.850000 -3.857209 -5.644068 1.786859 1.191239 0.001449
4.860000 -3.858542 -5.696597 1.838055 1.225370 0.001450
4.870000 -3.859359 -5.727147 1.867787 1.245191 0.001454
4.880000 -3.857083 -5.723066 1.865983 1.243989 0.001452
4.890000 -3.855621 -5.711781 1.856160 1.237440 0.001451
4.900000 -3.855366 -5.714920 1.859554 1.239703 0.001451
4.910000 -3.855886 -5.735255 1.879370 1.252913 0.001450
4.920000 -3.857874 -5.760329 1.902454 1.268303 0.001449
4.930000 -3.858104 -5.760556 1.902452 1.268301 0.001449
4.940000 -3.857031 -5.729143 1.872111 1.248074 0.001447
4.950000 -3.856091 -5.681148 1.825057 1.216705 0.001446
4.960000 -3.854548 -5.635881 1.781333 1.187555 0.001448
4.970000 -3.854824 -5.617419 1.762595 1.175063 0.001450
4.980000 -3.857895 -5.621965 1.764070 1.176047 0.001449
4.990000 -3.859000 -5.609810 1.750810 1.167207 0.001452
5.000000 -3.856729 -5.567019 1.710290 1.140193 0.001450
5.010000 -3.853872 -5.528606 1.674733 1.116489 0.001455
5.020000 -3.854910 -5.534538 1.679629 1.119752 0.001456
5.030000 -3.857829 -5.571907 1.714078 1.142719 0.001455
5.040000 -3.859306 -5.597713 1.738407 1.158938 0.001459
5.050000 -3.858022 -5.589498 1.731476 1.154317 0.001458
5.060000 -3.856069 -5.564572 1.708502 1.139002 0.001457
5.070000 -3.854178 -5.556810 1.702632 1.135088 0.001461
5.080000 -3.856333 -5.591192 1.734859 1.156573 0.001459
5.090000 -3.859579 -5.636339 1.776761 1.184507 0.001464
5.100000 -3.859046 -5.643758 1.784712 1.189808 0.001466
5.110000 -3.857053 -5.615753 1.758700 1.172467 0.001465
5.120000 -3.856607 -5.578678 1.722071 1.148047 0.001463
5.130000 -3.855404 -5.544932 1.689528 1.126352 0.001463
5.140000 -3.854571 -5.533134 1.678563 1.119042 0.001465
5.150000 -3.856267 -5.553208 1.696940 1.131293 0.001464
5.160000 -3.857816 -5.580911 1.723095 1.148730 0.001463
5.170000 -3.857583 -5.591151 1.733567 1.155712 0.001461
5.180000 -3.856006 -5.586211 1.730205 1.153470 0.001460
5.190000 -3.855185 -5.589324 1.734139 1.156092 0.001461
5.200000 -3.856946 -5.611854 1.754908 1.169939 0.001459
5.210000 -3.858220 -5.631648 1.773428 1.182285 0.001459
5.220000 -3.857064 -5.634714 1.777650 1.185100 0.001457
5.230000 -3.859060 -5.633539 1.774480 1.182986 0.001460
5.240000 -3.859601 -5.608532 1.748930 1.165954 0.001464
5.250000 -3.855623 -5.562467 1.706844 1.137896 0.001464
5.260000 -3.857149 -5.547463 1.690314 1.126876 0.001462
5.270000 -3.857318 -5.556626 1.699308 1.132872 0.001461
5.280000 -3.857192 -5.578727 1.721535 1.147690 0.001459
5.290000 -3.856794 -5.612530 1.755736 1.170491 0.001457
5.300000 -3.858148 -5.653928 1.795780 1.197187 0.001457
5.310000 -3.858727 -5.680198 1.821471 1.214314 0.001458
5.320000 -3.858343 -5.681861 1.823517 1.215678 0.001459
5.330000 -3.857783 -5.665213 1.807430 1.204953 0.001458
5.340000 -3.856840 -5.642430 1.785590 1.190393 0.001456
5.350000 -3.856562 -5.627410 1.770849 1.180566 0.001454
5.360000 -3.855356 -5.626652 1.771297 1.180864 0.001454
5.370000 -3.856233 -5.651388 1.795155 1.196770 0.001453
5.380000 -3.858916 -5.685441 1.826525 1.217683 0.001455
5.390000 -3.858590 -5.692464 1.833874 1.222583 0.001456
5.400000 -3.857107 -5.674519 1.817412 1.211608 0.001454
5.410000 -3.856463 -5.653156 1.796693 1.197795 0.001453
5.420000 -3.856176 -5.639165 1.782989 1.188659 0.001451
5.430000 -3.856333 -5.635837 1.779504 1.186336 0.001450
5.440000 -3.856679 -5.639107 1.782428 1.188285 0.001448
5.450000 -3.857084 -5.642095 1.785011 1.190007 0.001447
5.460000 -3.857772 -5.637036 1.779264 1.186176 0.001446
5.470000 -3.857032 -5.616696 1.759664 1.173109 0.001444
5.480000 -3.856426 -5.592766 1.736341 1.157561 0.001443
5.490000 -3.856806 -5.576857 1.720050 1.146700 0.001441
5.500000 -3.855980 -5.572026 1.716046 1.144030 0.001440
5.510000 -3.857203 -5.589558 1.732355 1.154903 0.001439
5.520000 -3.857658 -5.615724 1.758066 1.172044 0.001438
5.530000 -3.857357 -5.639346 1.781989 1.187992 0.001436
5.540000 -3.857231 -5.659911 1.802680 1.201787 0.001435
5.550000 -3.856862 -5.677163 1.820301 1.213534 0.001433
5.560000 -3.857333 -5.691677 1.834344 1.222896 0.001432
5.570000 -3.857696 -5.695110 1.837415 1.224943 0.001431
5.580000 -3.857672 -5.680394 1.822722 1.215148 0.001430
5.590000 -3.856702 -5.648873 1.792171 1.194781 0.001429
5.600000 -3.855892 -5.614149 1.758257 1.172172 0.001428
5.610000 -3.855827 -5.589160 1.733333 1.155556 0.001427
5.620000 -3.857144 -5.574783 1.717639 1.145093 0.001426
5.630000 -3.856607 -5.557266 1.700659 1.133773 0.001424
5.640000 -3.855304 -5.544702 1.689398 1.126265 0.001424
5.650000 -3.856148 -5.553820 1.697672 1.131782 0.001423
5.660000 -3.857195 -5.574668 1.717473 1.144982 0.001422
5.670000 -3.856678 -5.594597 1.737919 1.158613 0.001420
5.680000 -3.857813 -5.617968 1.760155 1.173437 0.001419
5.690000 -3.859926 -5.627556 1.767630 1.178420 0.001425
5.700000 -3.857326 -5.600561 1.743235 1.162156 0.001424
5.710000 -3.855830 -5.569859 1.714029 1.142686 0.001423
5.720000 -3.856388 -5.560672 1.704284 1.136189 0.001422
5.730000 -3.856339 -5.569134 1.712795 1.141863 0.001420
5.740000 -3.856107 -5.595027 1.738919 1.159280 0.001419
5.750000 -3.856787 -5.639640 1.782853 1.188569 0.001418
5.760000 -3.859154 -5.686721 1.827567 1.218378 0.001420
5.770000 -3.859165 -5.702647 1.843482 1.228988 0.001423
5.780000 -3.857867 -5.683336 1.825468 1.216979 0.001422
5.790000 -3.856862 -5.647028 1.790165 1.193443 0.001421
5.800000 -3.855784 -5.612038 1.756253 1.170835 0.001420
5.810000 -3.856265 -5.594268 1.738003 1.158669 0.001419
5.820000 -3.857920 -5.587045 1.729125 1.152750 0.001418
5.830000 -3.857650 -5.569554 1.711903 1.141269 0.001417
5.840000 -3.856454 -5.545035 1.688581 1.125721 0.001416
5.850000 -3.855512 -5.532457 1.676944 1.117963 0.001416
5.860000 -3.855486 -5.547166 1.691680 1.127787 0.001416
5.870000 -3.857765 -5.586759 1.728994 1.152662 0.001415
5.880000 -3.858919 -5.618379 1.759461 1.172974 0.001416
5.890000 -3.857241 -5.623641 1.766400 1.177600 0.001415
5.900000 -3.855746 -5.623498 1.767752 1.178501 0.001415
5.910000 -3.855877 -5.639613 1.783736 1.189157 0.001414
5.920000 -3.857091 -5.669938 1.812847 1.208565 0.001412
5.930000 -3.857601 -5.695664 1.838062 1.225375 0.001411
5.940000 -3.857490 -5.706001 1.848511 1.232341 0.001410
5.950000 -3.858420 -5.698850 1.840430 1.226953 0.001411
5.960000 -3.857838 -5.664102 1.806265 1.204176 0.001410
5.970000 -3.854422 -5.616164 1.761742 1.174495 0.001413
5.980000 -3.854390 -5.601821 1.747431 1.164954 0.001415
5.990000 -3.856575 -5.624195 1.767620 1.178414 0.001414
6.000000 -3.857758 -5.650051 1.792293 1.194862 0.001413
6.010000 -3.857980 -5.656755 1.798774 1.199183 0.001413
6.020000 -3.856878 -5.639276 1.782398 1.188265 0.001412
6.030000 -3.855080 -5.613882 1.758802 1.172535 0.001412
6.040000 -3.855655 -5.604517 1.748861 1.165908 0.001412
6.050000 -3.857582 -5.604549 1.746966 1.164644 0.001411
6.060000 -3.857716 -5.589181 1.731465 1.154310 0.001410
6.070000 -3.855706 -5.558581 1.702875 1.135250 0.001410
6.080000 -3.854133 -5.542724 1.688591 1.125727 0.001413
6.090000 -3.855681 -5.562586 1.706905 1.137936 0.001413
6.100000 -3.857613 -5.595894 1.738281 1.158854 0.001412
6.110000 -3.857977 -5.611230 1.753253 1.168835 0.001411
6.120000 -3.858155 -5.598201 1.740046 1.160031 0.001411
6.130000 -3.857519 -5.555500 1.697981 1.131987 0.001410
6.140000 -3.855412 -5.497246 1.641834 1.094556 0.001410
6.150000 -3.853283 -5.458712 1.605429 1.070286 0.001417
6.160000 -3.853087 -5.473823 1.620736 1.080491 0.001425
6.170000 -3.855406 -5.545392 1.689986 1.126657 0.001425
6.180000 -3.858629 -5.636717 1.778087 1.185392 0.001426
6.190000 -3.859821 -5.698134 1.838313 1.225542 0.001431
6.200000 -3.858092 -5.711330 1.853238 1.235492 0.001430
6.210000 -3.856393 -5.701953 1.845561 1.230374 0.001429
6.220000 -3.857086 -5.695531 1.838445 1.225630 0.001428
6.230000 -3.857075 -5.687158 1.830083 1.220055 0.001426
6.240000 -3.856904 -5.675579 1.818675 1.212450 0.001425
6.250000 -3.856875 -5.662261 1.805386 1.203591 0.001424
6.260000 -3.855782 -5.649346 1.793565 1.195710 0.001423
6.270000 -3.856115 -5.649283 1.793168 1.195445 0.001422
6.280000 -3.857360 -5.657712 1.800352 1.200235 0.001421
6.290000 -3.857618 -5.658941 1.801323 1.200882 0.001420
6.300000 -3.857171 -5.649289 1.792118 1.194745 0.001419
6.310000 -3.855607 -5.638167 1.782560 1.188373 0.001419
6.320000 -3.856034 -5.645207 1.789173 1.192782 0.001418
6.330000 -3.856424 -5.667986 1.811562 1.207708 0.001416
6.340000 -3.856875 -5.700007 1.843132 1.228755 0.001415
6.350000 -3.858848 -5.730861 1.872013 1.248009 0.001416
6.360000 -3.859877 -5.732730 1.872853 1.248569 0.001421
6.370000 -3.858407 -5.693248 1.834841 1.223227 0.001422
6.380000 -3.854786 -5.642159 1.787373 1.191582 0.001423
6.390000 -3.856338 -5.629800 1.773462 1.182308 0.001422
6.400000 -3.857527 -5.642228 1.784700 1.189800 0.001421
6.410000 -3.857219 -5.655714 1.798495 1.198997 0.001420
6.420000 -3.856819 -5.668769 1.811950 1.207967 0.001418
6.430000 -3.856834 -5.684209 1.827375 1.218250 0.001417
6.440000 -3.857198 -5.699614 1.842416 1.228277 0.001416
6.450000 -3.857188 -5.708553 1.851366 1.234244 0.001415
6.460000 -3.856983 -5.710540 1.853556 1.235704 0.001413
6.470000 -3.857426 -5.708438 1.851012 1.234008 0.001412
6.480000 -3.857762 -5.698209 1.840447 1.226965 0.001412
6.490000 -3.857506 -5.677561 1.820055 1.213370 0.001411
6.500000 -3.856858 -5.652975 1.796117 1.197412 0.001409
6.510000 -3.856044 -5.637128 1.781084 1.187389 0.001409
6.520000 -3.857220 -5.640917 1.783697 1.189131 0.001407
6.530000 -3.858999 -5.649330 1.790331 1.193554 0.001409
6.540000 -3.859213 -5.639616 1.780403 1.186935 0.001411
6.550000 -3.857032 -5.613331 1.756299 1.170866 0.001410
6.560000 -3.856566 -5.600994 1.744428 1.162952 0.001409
6.570000 -3.856824 -5.612263 1.755439 1.170293 0.001408
6.580000 -3.858453 -5.635704 1.777251 1.184834 0.001408
6.590000 -3.858839 -5.643919 1.785079 1.190053 0.001409
6.600000 -3.856675 -5.627303 1.770628 1.180419 0.001408
6.610000 -3.855537 -5.613799 1.758262 1.172175 0.001408
6.620000 -3.857907 -5.618190 1.760283 1.173522 0.001407
6.630000 -3.858778 -5.611636 1.752858 1.168572 0.001409
6.640000 -3.857180 -5.581045 1.723866 1.149244 0.001407
6.650000 -3.856108 -5.546767 1.690660 1.127106 0.001407
6.660000 -3.855442 -5.526678 1.671236 1.114157 0.001407
6.670000 -3.855799 -5.530030 1.674231 1.116154 0.001406
6.680000 -3.857169 -5.549656 1.692487 1.128324 0.001405
6.690000 -3.857319 -5.566101 1.708782 1.139188 0.001404
6.700000 -3.857797 -5.573275 1.715478 1.143652 0.001403
6.710000 -3.857858 -5.564153 1.706295 1.137530 0.001403
6.720000 -3.856167 -5.540238 1.684072 1.122715 0.001402
6.730000 -3.856340 -5.524556 1.668216 1.112144 0.001401
6.740000 -3.857606 -5.519338 1.661732 1.107822 0.001400
6.750000 -3.856877 -5.513664 1.656787 1.104525 0.001399
6.760000 -3.857460 -5.517771 1.660311 1.106874 0.001398
6.770000 -3.858060 -5.523433 1.665372 1.110248 0.001397
6.780000 -3.855593 -5.522245 1.666652 1.111101 0.001397
6.790000 -3.855265 -5.543230 1.687965 1.125310 0.001397
6.800000 -3.857326 -5.589126 1.731800 1.154533 0.001396
6.810000 -3.857933 -5.630184 1.772251 1.181501 0.001396
6.820000 -3.857806 -5.651919 1.794113 1.196075 0.001395
6.830000 -3.856927 -5.656107 1.799180 1.199453 0.001394
6.840000 -3.856478 -5.654705 1.798227 1.198818 0.001393
6.850000 -3.856346 -5.654332 1.797986 1.198658 0.001392
6.860000 -3.857115 -5.652753 1.795638 1.197092 0.001391
6.870000 -3.856514 -5.639595 1.783082 1.188721 0.001390
6.880000 -3.854963 -5.622973 1.768010 1.178673 0.001391
6.890000 -3.855674 -5.622612 1.766938 1.177958 0.001390
6.900000 -3.856540 -5.632553 1.776014 1.184009 0.001389
6.910000 -3.856432 -5.642797 1.786365 1.190910 0.001388
6.920000 -3.856624 -5.653438 1.796814 1.197876 0.001387
6.930000 -3.856651 -5.661442 1.804791 1.203194 0.001386
6.940000 -3.856966 -5.663935 1.806969 1.204646 0.001385
6.950000 -3.857367 -5.654724 1.797357 1.198238 0.001384
6.960000 -3.856532 -5.629646 1.773114 1.182076 0.001383
6.970000 -3.855137 -5.602595 1.747458 1.164972 0.001383
6.980000 -3.855402 -5.594651 1.739249 1.159499 0.001383
6.990000 -3.857537 -5.601260 1.743722 1.162482 0.001383
7.000000 -3.858177 -5.592695 1.734518 1.156345 0.001383
7.010000 -3.856541 -5.559090 1.702549 1.135033 0.001381
7.020000 -3.854598 -5.524106 1.669508 1.113005 0.001383
7.030000 -3.854369 -5.516468 1.662100 1.108066 0.001386
7.040000 -3.854959 -5.541412 1.686454 1.124302 0.001387
7.050000 -3.855904 -5.588703 1.732800 1.155200 0.001386
7.060000 -3.857742 -5.640114 1.782372 1.188248 0.001385
7.070000 -3.858230 -5.668013 1.809782 1.206521 0.001385
7.080000 -3.856702 -5.664255 1.807552 1.205035 0.001384
7.090000 -3.856299 -5.646857 1.790558 1.193705 0.001383
7.100000 -3.855886 -5.624390 1.768504 1.179003 0.001383
7.110000 -3.854335 -5.605837 1.751503 1.167668 0.001385
7.120000 -3.854807 -5.610546 1.755739 1.170493 0.001386
7.130000 -3.857072 -5.630316 1.773244 1.182163 0.001385
7.140000 -3.857474 -5.633934 1.776460 1.184307 0.001385
7.150000 -3.855780 -5.616627 1.760847 1.173898 0.001384
7.160000 -3.856274 -5.601170 1.744896 1.163264 0.001383
7.170000 -3.857412 -5.586422 1.729010 1.152673 0.001382
7.180000 -3.855843 -5.564916 1.709072 1.139381 0.001382
7.190000 -3.855358 -5.560352 1.704994 1.136663 0.001382
7.200000 -3.856084 -5.582944 1.726860 1.151240 0.001381
7.210000 -3.857255 -5.620741 1.763486 1.175657 0.001380
7.220000 -3.857973 -5.653764 1.795791 1.197194 0.001380
7.230000 -3.856734 -5.670659 1.813925 1.209283 0.001379
7.240000 -3.856240 -5.685560 1.829320 1.219547 0.001378
7.250000 -3.857121 -5.705273 1.848152 1.232101 0.001377
7.260000 -3.857395 -5.719400 1.862005 1.241337 0.001376
7.270000 -3.857877 -5.721334 1.863457 1.242305 0.001375
7.280000 -3.857107 -5.705386 1.848280 1.232186 0.001374
7.290000 -3.856315 -5.683197 1.826883 1.217922 0.001373
7.300000 -3.857256 -5.665400 1.808144 1.205429 0.001372
7.310000 -3.856769 -5.643255 1.786486 1.190991 0.001371
7.320000 -3.856087 -5.623282 1.767195 1.178130 0.001371
7.330000 -3.856926 -5.613865 1.756939 1.171292 0.001370
7.340000 -3.858070 -5.601941 1.743871 1.162581 0.001369
7.350000 -3.856335 -5.572855 1.716520 1.144347 0.001368
7.360000 -3.854218 -5.549350 1.695132 1.130088 0.001371
7.370000 -3.854797 -5.559732 1.704935 1.136623 0.001372
7.380000 -3.856366 -5.596047 1.739681 1.159787 0.001371
7.390000 -3.857203 -5.632864 1.775661 1.183774 0.001371
7.400000 -3.857452 -5.653816 1.796364 1.197576 0.001370
7.410000 -3.857477 -5.653856 1.796378 1.197586 0.001369
7.420000 -3.856403 -5.636496 1.780092 1.186728 0.001368
7.430000 -3.855315 -5.621403 1.766088 1.177392 0.001368
7.440000 -3.855841 -5.626921 1.771080 1.180720 0.001368
7.450000 -3.856899 -5.648684 1.791785 1.194523 0.001367
7.460000 -3.857646 -5.670293 1.812647 1.208431 0.001366
7.470000 -3.857052 -5.679212 1.822161 1.214774 0.001365
7.480000 -3.856029 -5.680940 1.824911 1.216607 0.001364
7.490000 -3.856378 -5.686559 1.830181 1.220121 0.001363
7.500000 -3.856928 -5.690769 1.833841 1.222561 0.001362
7.510000 -3.856453 -5.685688 1.829235 1.219490 0.001361
7.520000 -3.856931 -5.675720 1.818790 1.212527 0.001360
7.530000 -3.858404 -5.654320 1.795916 1.197277 0.001361
7.540000 -3.857041 -5.607553 1.750512 1.167008 0.001360
7.550000 -3.854015 -5.560434 1.706419 1.137613 0.001363
7.560000 -3.855032 -5.555964 1.700931 1.133954 0.001364
7.570000 -3.856678 -5.584553 1.727875 1.151917 0.001363
7.580000 -3.856431 -5.621195 1.764764 1.176509 0.001362
7.590000 -3.857336 -5.661541 1.804205 1.202803 0.001361
7.600000 -3.858687 -5.689694 1.831008 1.220672 0.001362
7.610000 -3.858392 -5.686972 1.828580 1.219053 0.001362
7.620000 -3.858049 -5.655660 1.797612 1.198408 0.001362
7.630000 -3.857084 -5.604648 1.747563 1.165042 0.001361
7.640000 -3.854841 -5.554818 1.699977 1.133318 0.001362
7.650000 -3.853676 -5.544151 1.690475 1.126983 0.001366
7.660000 -3.857578 -5.588264 1.730686 1.153790 0.001366
7.670000 -3.860928 -5.633364 1.772436 1.181624 0.001374
7.680000 -3.858726 -5.631612 1.772886 1.181924 0.001375
7.690000 -3.857051 -5.607661 1.750610 1.167074 0.001374
7.700000 -3.856772 -5.588158 1.731386 1.154258 0.001373
7.710000 -3.855407 -5.582721 1.727314 1.151542 0.001373
7.720000 -3.857099 -5.603842 1.746744 1.164496 0.001372
7.730000 -3.857989 -5.627629 1.769640 1.179760 0.001372
7.740000 -3.856465 -5.637148 1.780683 1.187122 0.001371
7.750000 -3.856034 -5.647866 1.791831 1.194554 0.001370
7.760000 -3.857764 -5.664214 1.806450 1.204300 0.001369
7.770000 -3.858582 -5.664552 1.805970 1.203980 0.001370
7.780000 -3.856933 -5.640952 1.784019 1.189346 0.001369
7.790000 -3.855546 -5.618263 1.762717 1.175145 0.001369
7.800000 -3.856234 -5.616767 1.760533 1.173689 0.001368
7.810000 -3.856946 -5.627592 1.770646 1.180431 0.001367
7.820000 -3.856917 -5.637839 1.780921 1.187281 0.001366
7.830000 -3.856565 -5.645046 1.788481 1.192321 0.001365
7.840000 -3.856275 -5.652537 1.796262 1.197508 0.001364
7.850000 -3.856536 -5.663135 1.806599 1.204400 0.001364
7.860000 -3.857079 -5.673101 1.816022 1.210681 0.001363
7.870000 -3.857987 -5.674252 1.816265 1.210843 0.001362
7.880000 -3.858380 -5.654398 1.796018 1.197346 0.001363
7.890000 -3.856236 -5.612535 1.756299 1.170866 0.001362
7.900000 -3.854393 -5.580627 1.726234 1.150823 0.001364
7.910000 -3.855359 -5.586121 1.730763 1.153842 0.001364
7.920000 -3.856959 -5.617989 1.761029 1.174020 0.001363
7.930000 -3.858238 -5.650569 1.792331 1.194887 0.001363
7.940000 -3.858545 -5.662948 1.804402 1.202935 0.001364
7.950000 -3.857185 -5.651098 1.793913 1.195942 0.001363
7.960000 -3.856336 -5.633719 1.777382 1.184921 0.001362
7.970000 -3.855710 -5.627352 1.771643 1.181095 0.001362
7.980000 -3.856008 -5.641036 1.785028 1.190019 0.001361
7.990000 -3.857107 -5.668495 1.811388 1.207592 0.001360
8.000000 -3.858270 -5.688690 1.830420 1.220280 0.001360
8.010000 -3.857547 -5.682137 1.824589 1.216393 0.001360
8.020000 -3.856312 -5.655429 1.799117 1.199411 0.001359
